commodity_observed_name,category_observed_name,ore_unit_observed_name,ore_value,grade_unit_observed_name,grade_value,cutoff_grade_unit_observed_name,cutoff_grade_value,contained_metal,zone
Palladium,inferred,tonnes,6963,g/t,2.61,NSR canadian dollar per tonne,40,,HW Vein
Nickel,inferred,tonnes,39489,%,0.63,NSR canadian dollar per tonne,40,,FW Net
Copper,inferred,tonnes,788,%,5.09,NSR canadian dollar per tonne,40,,HW Cu
Cobalt,inferred,tonnes,788,%,0.04,NSR canadian dollar per tonne,40,,HW Cu
Gold,inferred,tonnes,788,g/t,0.28,NSR canadian dollar per tonne,40,,HW Cu
Platinum,inferred,tonnes,788,g/t,0.94,NSR canadian dollar per tonne,40,,HW Cu
Palladium,inferred,tonnes,788,g/t,2.52,NSR canadian dollar per tonne,40,,HW Cu
Nickel,inferred,tonnes,37456,%,0.99,NSR canadian dollar per tonne,40,,FW Vein
Copper,inferred,tonnes,17823,%,1.51,NSR canadian dollar per tonne,40,,FW Massive
Cobalt,inferred,tonnes,17823,%,0.15,NSR canadian dollar per tonne,40,,FW Massive
Gold,inferred,tonnes,17823,g/t,0.07,NSR canadian dollar per tonne,40,,FW Massive
Platinum,inferred,tonnes,17823,g/t,0.93,NSR canadian dollar per tonne,40,,FW Massive
Palladium,inferred,tonnes,17823,g/t,2.08,NSR canadian dollar per tonne,40,,FW Massive
Nickel,inferred,tonnes,1417068,%,0.37,NSR canadian dollar per tonne,40,,West Ext Net
Copper,inferred,tonnes,39489,%,0.65,NSR canadian dollar per tonne,40,,FW Net
Cobalt,inferred,tonnes,39489,%,0.03,NSR canadian dollar per tonne,40,,FW Net
Gold,inferred,tonnes,39489,g/t,0.05,NSR canadian dollar per tonne,40,,FW Net
Platinum,inferred,tonnes,39489,g/t,0.3,NSR canadian dollar per tonne,40,,FW Net
Palladium,inferred,tonnes,39489,g/t,1.27,NSR canadian dollar per tonne,40,,FW Net
Nickel,inferred,tonnes,10214,%,1.82,NSR canadian dollar per tonne,40,,West Ext Vein
Copper,inferred,tonnes,37456,%,0.62,NSR canadian dollar per tonne,40,,FW Vein
Cobalt,inferred,tonnes,37456,%,0.05,NSR canadian dollar per tonne,40,,FW Vein
Gold,inferred,tonnes,37456,g/t,0.05,NSR canadian dollar per tonne,40,,FW Vein
Platinum,inferred,tonnes,37456,g/t,0.28,NSR canadian dollar per tonne,40,,FW Vein
Palladium,inferred,tonnes,37456,g/t,1.42,NSR canadian dollar per tonne,40,,FW Vein
Nickel,measured,tonnage,560000,%,0.93,,,,Allammaq
Copper,inferred,tonnes,1417068,%,0.46,NSR canadian dollar per tonne,40,,West Ext Net
Cobalt,inferred,tonnes,1417068,%,0.02,NSR canadian dollar per tonne,40,,West Ext Net
Gold,inferred,tonnes,1417068,g/t,0.06,NSR canadian dollar per tonne,40,,West Ext Net
Platinum,inferred,tonnes,1417068,g/t,0.26,NSR canadian dollar per tonne,40,,West Ext Net
Palladium,inferred,tonnes,1417068,g/t,1.07,NSR canadian dollar per tonne,40,,West Ext Net
Nickel,measured,tonnes,559855,%,0.93,NSR canadian dollar per tonne,40,,HW Net
Copper,inferred,tonnes,10214,%,2.5,NSR canadian dollar per tonne,40,,West Ext Vein
Cobalt,inferred,tonnes,10214,%,0.1,NSR canadian dollar per tonne,40,,West Ext Vein
Gold,inferred,tonnes,10214,g/t,0.05,NSR canadian dollar per tonne,40,,West Ext Vein
Platinum,inferred,tonnes,10214,g/t,0.35,NSR canadian dollar per tonne,40,,West Ext Vein
Palladium,inferred,tonnes,10214,g/t,2.37,NSR canadian dollar per tonne,40,,West Ext Vein
